key
"(492, 600000268741)"
"(391, 600000209162)"
"(667, 600000526301)"
"(606, 600000232993)"
"(187, 600000052704)"
"(32, 600000526094)"
"(668, 600000255428)"
"(87, 600000530074)"
"(524, 600000526296)"
"(441, 600000057514)"
"(125, 600000234623)"
"(656, 600000050729)"
"(204, 600000527134)"
"(125, 600000057080)"
"(476, 600000278350)"
"(262, 600000285815)"
"(266, 420000002743)"
"(51, 600000202783)"
"(316, 600000231908)"
"(413, 600000230101)"
"(382, 600000287939)"
"(19, 600000526276)"
"(44, 600000225400)"
"(148, 600000010533)"
"(362, 600000229710)"
"(302, 600000207738)"
"(94, 600000225049)"
"(695, 600000209535)"
"(493, 600000058924)"
"(622, 600000210644)"
"(349, 600000230805)"
"(192, 600000504901)"
"(149, 600000203549)"
"(111, 900000056522)"
"(326, 600000200736)"
"(492, 600000504890)"
"(59, 600000254225)"
"(660, 600000207760)"
"(475, 600000206739)"
"(34, 600000501903)"
"(117, 600000058453)"
"(150, 600000200530)"
"(309, 600000059885)"
"(366, 600000210586)"
"(199, 600000504011)"
"(731, 600000532864)"
"(263, 900000056970)"
"(529, 610000203756)"
"(28, 600000527578)"
"(712, 600000211719)"
"(12, 600000202070)"
"(201, 600000531287)"
"(615, 600000503633)"
"(171, 600000208969)"
"(184, 600000051192)"
"(200, 600000230129)"
"(239, 610000205156)"
"(61, 600000205019)"
"(71, 600000532996)"
"(64, 600000232142)"
"(509, 600000228923)"
"(72, 600000211261)"
"(435, 600000206909)"
"(470, 600000268259)"
"(387, 900000057722)"
"(234, 600000020198)"
"(60, 600000211848)"
"(236, 600000268401)"
"(194, 600000205144)"
"(439, 600000503633)"
"(124, 600000253415)"
"(16, 600000201798)"
"(441, 600000279216)"
"(629, 600000059340)"
"(49, 600000205602)"
"(437, 600000260046)"
"(534, 600000525053)"
"(164, 600000268477)"
"(585, 600000502665)"
"(118, 600000530048)"
"(469, 600000211934)"
"(439, 600000231014)"
"(40, 600000058252)"
"(434, 600000504971)"
"(207, 900000056632)"
"(607, 600000203681)"
"(166, 600000059340)"
"(261, 600000268789)"
"(223, 600000278896)"
"(464, 610000203756)"
"(23, 600000013947)"
"(7, 600000027670)"
"(218, 600000056011)"
"(126, 600000026840)"
"(522, 600000209597)"
"(323, 600000254724)"
"(238, 600000200342)"
"(90, 600000527857)"
"(40, 600000231390)"
"(146, 600000203306)"
"(534, 600000060068)"
"(276, 600000279763)"
"(421, 600000526033)"
"(477, 300000010625)"
"(46, 600000030208)"
"(163, 600000207717)"
"(89, 600000526545)"
"(330, 600000051668)"
"(24, 600000229426)"
"(481, 600000502234)"
"(386, 600000202604)"
"(638, 600000055057)"
"(3, 600000263436)"
"(435, 600000202215)"
"(297, 600000278613)"
"(239, 600000030208)"
"(156, 600000208704)"
"(77, 600000201935)"
"(386, 600000016123)"
"(554, 700000100835)"
"(71, 600000253900)"
"(266, 610000204539)"
"(87, 420000002299)"
"(377, 600000231138)"
"(600, 600000531973)"
"(686, 600000211559)"
"(621, 600000053856)"
"(452, 420000002085)"
"(463, 600000053436)"
