,상품명,단가,상품코드
8149,"새송이버섯(벌크,봉,g)",2580,201228
8150,오븐락찬통정사각1호,2100,8809397542009
8151,PC스쿠프중(SCP600CW),5400,8809190922572
8152,마다마그린카스텔베트라노올리브,8000,8003508009409
8153,엘)ES올리브코코넛오일트리트먼트,9800,8801051015713
8154,목향(창)수저함,4750,8809021731717
8155,오븐락칼라뚝배기,10000,8809508683331
8156,쿨맥시2직사각38호,11300,8809031234109
8157,서)퍼프페스트리밀크,2480,8000350004491
8158,동원혼합C1호,20500,8801047880080
8159,위생도마양면 K1호,7900,8801775805720
8160,신한양념스픈대2p,2250,8809366095581
8161,대원주방헤드(크롬),10000,8809309290424
8162,조리용브러쉬,7900,8809227350071
8163,타원물병,5400,8809306480958
8164,롯)허쉬너겟크리미아몬드,4580,8801062639519
8165,롯)허쉬너겟크리미밀크,4580,8801062639502
8166,서광)젤리스트로우(통),7980,4711269688507
8167,튤립포크햄(A),20900,5762385060783
8168,엘)아우라빅에그복숭아,7500,8801051331561
8169,키친아트경질냄비전골,11800,8805332004670
8170,오레오)분쇄쿠키250g,2800,8801037091380
8171,B)다이아)칵테일새우71/90,39000,2100000634446
8172,버블리수세미,3980,8809403361358
8173,보헴슬림핏화이트,4500,8801116006519
8174,비스프리원형,2450,8809031238985
8175,청정원)찜닭양념280g,1780,8801052022413
8176,재호)곤약(해초국수),2680,8802519313280
8177,칼라깔대기(소),1000,8809015841163
8178,락앤락HPL808밀폐,2800,8803733180887
8179,오타후쿠)오꼬노미소스300g,3800,4970077101350
8180,큐원)옥수수전분20kg,22500,2100000409426
8181,움트리)양념초장2.04kg,8300,8801558801321
8182,서)꾀돌이,1890,8809036521211
8183,뚜레반빙초산 400ml,2800,8805017400124
8184,"팽이버섯(꼬리,2kg,봉)",1980,201224
8185,라토렌테버터빈스,1500,8000282101053
8186,가스점화기파워핸디,1200,8809096574615
8187,롯)델몬트포도쥬스*3,1000,8801056996017
8188,트롤리사우어글로윔즈200g,2890,4000512010869
8189,27종국자 중,2200,8805777866529
8190,"PC 밧드6-1/3""",4700,8809190920158
8191,오뚜기)크림베이컨스파게티,6320,8801045514635
8192,미쟝센스타일케어스프,7100,8801042911956
8193,이중보온컵,2300,8809007021504
8194,대)PSP트레이3호,4190,8809436940025
8195,서)캐빈디쉬캔디커피,3250,4037719167065
8196,삼아)완두콩3kg,4600,8809029610069
8197,초극세사방걸레청소기,13900,8803614884620
8198,프로폴리테라오일세럼170ml,15300,8801051032437
8199,페브리즈화장실용라벤더6ml,7300,4902430851664
8200,면방걸레세트,12500,8803614883845
8201,면방걸레리필1p,5500,8803614883852
8202,"수입청포도(벌크,봉지,팩)",4980,200804
8203,우솔흑마늘70g*30,24800,8809155611138
8204,사각마블,18000,8809141980637
8205,밧드망 1호 1/4,4700,8809033993882
8206,소디프)한줄돈까스,8800,8801633904305
8207,표지판(문살짝),1350,8809249021959
8208,와퍼큐브치즈180g,2980,8993083935630
8209,동서)맥심(병)175g,12300,8801037018059
8210,농심조청유과(중),2250,8801043053921
8211,세라믹내열냄비 중,15900,8802998017709
8212,농심구운새우칩70g,2250,8801043052962
8213,농심포스틱(중),2250,8801043052894
8214,서)오키오망고바,1580,9556437014017
8215,대원세차호스20M,15000,8809309290127
8216,통대나무수저함,4650,8809072032948
8217,농심꿀꽈베기(중),2250,8801043052740
8218,참존)살구원액835ml,2400,8809173200024
8219,제당)오징어볶음양념150g,1680,8801007414287
8220,롯)펩시+밀키스1.5L*2,3500,8801056006129
8221,향균물병,900,8808049000478
8222,신)하기스네이처메이드4단계남아용,27900,8801166365635
8223,"사과세트(5kg,16과,box,국산)",24800,2100000627684
8224,제당)스팸8K호세트,24500,8801007338491
8225,오)이금기맛간장410ml,3980,8801045360225
8226,목과도,1900,8809290724366
8227,본가위특대,4100,8809290720337
8228,락앤락HPL932밀폐,1950,8803733193276
8229,행복마스크배기벨브형,1000,8809088937701
8230,곰표)고급제면용20kg,23500,8801176101681
8231,쿨맥시2 직사각 32호,2400,8809031234048
8232,"스텐밧드 2""-1/6",3600,8809033993813
8233,제당)밥이랑해물80,2190,8801007023359
8234,서)트로피칼푸딩(망고,2980,9556437014116
8235,왕)바베큐소스,8800,8809202931141
8236,왕)데리야끼소스,7980,8809202931042
8237,진미)감식초블루베리1.05L,4380,8801389800654
8238,대일D바케스,5950,8809026680959
8239,유경빈)우동쯔유,10900,8809144514075
8240,서)크리스피롤22곡,9900,4713205071541
8241,앱솔루트어피치고급,34900,7312040070756
8242,샌드위치포장지1000매,34000,8801208158294
8243,동원)리챔6호세트,19800,8801047872566
8244,동서)모카라이트50T,9600,8801037067668
8245,낮은펀칭바구니,10000,8804982354685
8246,쉘위베스트마블,23800,8809141980781
8247,존)레귤러오일,11000,8801008021224
8248,크린업소용랩45*500,15700,8801252015833
8249,오랄비고탄력초미세모,9900,4902430654395
8250,칼라플라워내열자기전골,28900,8802998020280
8251,사각스위치SDC045,1000,8809217550474
8252,팬틴 내추럴케어 샴푸,9900,4902430328210
8253,하이트피쳐1L*12입,33000,8801119836922
8254,동서)쿨에이드체리538g,4400,43000034163
8255,동원)심야식당 숯불닭꼬지,5980,8801047373575
8256,오션)가리비관자튀김,5500,8809621960005
8257,동원스페셜11호선물세트,22500,8801047878513
8258,푸드림황도,6300,8801199624778
8259,Mr.홈스타신발부탁,4500,8801051269970
8260,자연명주30호,32500,8809065312972
8261,콘치즈컵라면104g,1500,8801043049597
8262,태)미쟝센보태니컬볼륨리바이탈컨디,7500,8809559361271
8263,아르간오일리치로션,6980,8801042686205
8264,문일욕실의자(소),5550,8802202880358
8265,백설자일로스+알룰로스,13700,8801007334974
8266,사각스테이크목판 중,4200,8809033996159
8267,천일)햄버거스테이크패티,15900,8801284262069
8268,담금세제(산소계),36500,8809060161520
8269,콘컵과자1300g,9900,8802502060009
8270,청정원)쇠고기감치미2kg,21000,8801052130170
8271,"갈색만가닥버섯(10입,1.5kg/특/박스/국산)",7500,2100000632398
8272,삼덕갈비가위,4100,8809037041084
8273,"배세트(7.5kg,12과,box,국산",32900,2100000627837
8274,"사과세트(5kg,13과,box,국산)",39900,2100000627660
8275,팔리아멘트수퍼슬림레,4500,88019918
8276,타공집게 소소,1400,8804905240811
8277,동서)카푸치노모카라떼10T,2790,8801037056976
8278,세진원바가지4호특,1800,8807694000154
8279,트레이포장용기1Kg중,3400,2100000453351
8280,신동진쌀금빛찬미 20Kg,47800,8809014423094
8281,"제주세척당근(특,1kg,봉)",2980,8801448607637
8282,콜라)콜라 2L,2450,8801094012502
8283,세라믹내열냄비 대,20800,8802998017716
8284,진미)초고추장1kg,2300,8801389014525
8285,"방울토마토(2kg,box,국산)",13900,2100000628537
8286,썬)계란찜원형불판,17900,8809018699617
8287,커클랜드코스타리카홀빈,24500,96619666447
8288,부세조기,9800,206540
8289,동서)자색옥수수차60g,4350,8801037090635
8290,만능통30,7500,8809290722492
8291,코)쿠우오렌지,920,8801094762100
8292,테크클린앤리프레쉬드럼3L,5900,8801051210477
8293,태평양아로마퍼퓸,22800,8809643060981
8294,테크클린앤리프레쉬일반3L,5900,8801051210460
8295,"배세트(7.5kg,10과,box,국산",39900,2100000627820
8296,크루져블루베리275ml,2600,9329982020877
8297,크루져라즈베리275ml,2600,9329982020990
8298,크린랩공기6호,2250,8801252142607
8299,쿠셔니실크폼벽지골드브라운블럭,7300,8809331102085
8300,해)믹스너트,5200,8809221222442
8301,쓰임가득23호,15300,8801051035049
8302,한양)통마늘,11200,8804443200421
8303,라탄바구니타원,3500,8809290727077
8304,꽃샘꿀자몽차포션15t,5800,8803217013489
8305,제당)자연.튀김가루1kg,1980,8801007276366
8306,드림킹머그550,2600,8809264679241
8307,건지기특대(28) 업소,5500,8809095378825
8308,려 흑운모근영양린스500ml,8200,8801042513310
8309,꽃샘꿀유자차S,7500,8803217011324
8310,코맥스위생지퍼백2호,1700,8801775710802
8311,홈파워논슬립옷걸이,3000,8809355841328
8312,미니단호박(특/박스/국산),15800,2100000632220
8313,덕산)신도끼빗 501,600,8805983234129
8314,다농원)옥수수차40T,3980,8809212550509
8315,청정한)매운새우간장조림,4980,8809443560797
8316,청정한)오징어간장조림,3800,8809443560766
8317,오)꼬북칩콘스프L,1980,8801117782405
8318,모닌그린애플시럽1L,14500,3052910000899
8319,아우라드라이시트매그놀40매,5400,8801051042009
8320,와퍼큐브딸기180g,2980,8993083935654
8321,제당)스팸고급유7호세트,17300,8801007187075
8322,목봉뜰채(A.B),9400,8804982352612
8323,동원)특13호세트,10500,8801047873174
8324,스트라이프케찹병,1900,8801873791642
8325,매취순10년세트,19800,8801147131877
8326,맛디아삼베면주머니(중),3380,8809346130714
8327,세계멀티탭개별3구3호,10900,8809109927285
8328,제당)돼지불고기양념10kg,29500,8801007069746
8329,제당)돼지갈비양념10Kg,28500,8801007069739
8330,남해안참멸치선물세트,19800,8809009746719
8331,청우)소갈비양념2.1kg,6980,8809160228017
8332,모닌)블루큐라소시럽1000ml,13900,3052910056025
8333,P쌀함박특대,3250,8807248000678
8334,그래미)여명808,4000,8802255808033
8335,우산크린랩실버장우산,8500,8801252310303
8336,사각바구니,4900,8804982352131
8337,칼라 웰빙사각찬기 4,2250,8809033998436
8338,뉴도트사기머그컵,1650,8809508680156
8339,정글탈출우유향42g,2380,4897059682006
8340,남영삼파장대목알(55W,9700,8802983223344
8341,남영삼파장대목알(45W,8800,8802983164227
8342,재호)초밥용보리멸,2500,8809025773829
8343,토스코베이직후라이팬28cm,7900,8809016417541
8344,동원)마일드참치150g,2550,8801047116240
8345,"양파(20kg/특/망,박스/국산)",12900,2100000632404
8346,스윙병250,3400,8809033990683
8347,봄동(특/박스/국산),14900,2100000625413
8348,왕)고기손만두,12500,8809226821886
8349,왕)김치손만두,13390,8809226821893
8350,콜라비(2개/특/팩/국산),1490,2100000632176
8351,메비우스소프트팩,4500,88020730
8352,레종블랙,4500,8801116000913
8353,팝핑보바900g,4980,4710007529997
8354,던힐디톨3mg,4500,88018201
8355,하트안주사라,5800,8809290727442
8356,오뚜기옛날참기름,3800,8801045440040
8357,빙)요플레85*8입,2650,8801104214582
8358,영동스텐꼭지3P,1400,8805777008226
8359,니)스무딩뉴바디로션4,11500,4005808891474
8360,싹지움사각집게청소기,14160,8803614884545
8361,"곶감(box,팩,국내산)",4980,200594
8362,원목쿠션브러쉬소,3120,8805983235119
8363,"민원형접시8""",2300,8809033998344
8364,칭타오퓨어드레프트500ml,1980,6901035607230
8365,태)려함초수산수유샴푸,7500,8809539430942
8366,오븐락찬통직사각1호,2600,8809397542061
8367,태평양로즈에디션,13900,8809643060967
8368,칼라 웰빙사각4절 중,6300,8809033998580
8369,동)Dole컵젤리황도,1980,8809069309862
8370,정관장홍삼원70ml*30,39800,8809023009036
8371,사각집게리필2p,4800,8803614884552
8372,"투명컵뚜껑(평,십자)",3150,8801208157662
8373,디보트)크림카스테라,2200,2100000603558
8374,제니스)레벤우스타소1.8L,3300,8809114650413
8375,칼라 웰빙사각찬기 2,1350,8809033998412
8376,농심)웰치포도355ml,700,8801043450690
8377,움트리)비빔고추장2kg,9900,8801558801192
8378,삼원3절테이프,1600,8809390001015
8379,자향돈)치즈등심돈까스,3850,8803694150028
8380,PC 계량컵 PC1000MC,5900,8809190922312
8381,대호)반건부세세트,70000,2100000434046
8382,뉴고급과도(톱니),1700,8809030362148
8383,닭 북채(400g),1700,207620
8384,목도마 2호 대,9500,8807024003022
8385,레드향5kg(16입내),39900,2100000638925
8386,무우(할인),16900,200979
8387,에너자이저 알카AAA2,2900,8888021200904
8388,태)마일드수딩샴푸,7900,8806403290329
8389,미)6N초코브라운헬로,7800,8806403297939
8390,루마낙오일&소스병,5000,8809508689173
8391,미지참깨갈이,2500,8809500971351
8392,B)숯불닭꼬지(80g)160,88000,2100000387335
8393,엘지쓰임가득16호,14800,8801051035025
8394,락앤락물병세척솔,2900,8803733114035
8395,오뚜기)쌀올리고당700g,2400,8801045614212
8396,뚜레반)청포묵가루400g,7800,8804129001045
8397,보노바스켓슬림형3호,1700,8809306482280
8398,제당)스팸복합1호세트,20900,8801007188508
8399,하기스C매직팬티뉴컴포트5남40p,25500,8801166368780
8400,하기스매직핏5단계공용,31900,8801166366113
8401,신)하기스네이처메이드1단계공용,24900,8801166365581
8402,쿨맥시2 정사각 6호 2,2900,8809031223332
8403,샤인중꼬지200*1000P,5500,8808085602995
8404,사과(13) 할인,9900,200386
8405,배(10) 할인,11900,200418
8406,향기속으로자동분사기,2800,8801353002558
8407,산수원꿀차4호,23500,8809090324162
8408,고려홍삼액플러스,27900,8809155611121
8409,서)크런치땅콩쿠키,2280,8710508770450
8410,서)컨트리리치초콜릿맛쿠키,2280,8710508770467
8411,청정원)현미식초18L,16700,8801052431420
8412,알타리무우 할인,2500,200989
8413,제당)발효백포도식초800ml,2890,8801007332857
8414,정관장홍삼원70ml*60,68000,8809023009043
8415,문일다용도선반,4000,8802202880785
8416,엘지)한입액체세제드럼,11900,8801051205343
8417,전어,5980,206530
8418,제당)식빵믹스760g,3980,8801007091488
8419,옻칠사각뒤지게 대,3200,8804905243539
8420,적채(12입/특/박스/국산),43900,2100000635832
8421,펄스초밥도시락1인용5,9490,8808085604364
8422,펄프초밥도시락2인용5,13490,8808085604371
8423,던힐파인컷프로스트,4500,88016436
8424,재호)랍스터 3미,38000,8809472450861
8425,한라산,4000,88003542
8426,서)토픽스커피츄,6780,8693029031487
8427,만능통37,8750,8809290722508
8428,"한라봉3kg,box",17000,2100000638888
8429,빙)요플레라이트딸기80*4입,2800,8801104301756
8430,대호)긴까이석태,18000,2100000388127
8431,도드람)자향돈등심돈까스,3600,8803694113399
8432,레드향5kg(20입내),39900,2100000638932
8433,써니채반 3호,4700,8809122230843
8434,루카)9다크100T,18800,8801069300924
8435,산적꼬지중50p,1450,8809518521685
8436,"적상추(벌크,봉,g)",2000,201020
8437,"나룻배곶감(6입,팩,국산)",4980,2100000628759
8438,조미통북어포1kg,22500,8809009749871
8439,후르츠케익400g,3890,4101540705823
8440,튜울립냄비양수22cm,24800,8802998012216
8441,인)맥스가스렌지2500,8900,8801901021246
8442,포도믹싱볼대,2900,8809306482648
8443,자두자판기,2890,6947070032729
8444,참외(2) 할인,15900,200462
8445,뉴소쿠리 5호,2300,8809122230683
8446,뉴소쿠리 7호,3800,8809122230713
8447,뉴소쿠리 2호,1000,8809122230652
8448,솔표)흑후추분200g,5000,8801153521044
8449,피)페브리즈포맨상쾌한허브용기,6950,4902430796323
8450,려함빛극손상린스500ml,8200,8801042513457
8451,"사과배 혼합세트( box,국산)",39900,2100000665532
8452,돈가스망대,2700,8809290721648
8453,세계멀티탭개별2구5호,13700,8809109927261
8454,크린스타크린볼,3500,8805980000970
8455,크린스타베이직3호,3400,8805980000888
8456,그레이드라벤더터치형13ml,3980,8801328408392
8457,그레이드라벤더터치형리필13ml*3,4980,8801328408378
8458,로망스면행주1입,1200,8802866101714
8459,담터)한차15T,5900,8809257330876
8460,사옹원)생깻잎전400g,6250,8809109117624
8461,풍림)냉동김용지단,6980,2111000074736
8462,사옹원)오미산적450g,5600,8809109117617
8463,양은엠보싱쟁반 중,6900,8809016415622
8464,돈가스망소,2400,8809290721655
8465,"천혜향(5kg,box,국산)",38000,2100000628308
8466,콘)옥동자콘,600,8801062010257
8467,오)X.O통새우군만두,6500,8801045935201
8468,카누다크로스트시그니처,15800,8801037072969
