,상품명,단가,상품코드
4658,온)핸드워시망고향,3480,8801051106770
4659,다용도종이컵380ml,3100,8801208160228
4660,오뚜기)옛날볶음참깨200g,4200,8801045680422
4661,청정원)1년숙성간장840ml,8700,8801052747187
4662,깨나라키친타올130*4,5400,8801260303618
4663,국내산건토란대100g,5500,8809009742148
4664,그레이드미스트내추럴라벤더320ml,4380,8801328402536
4665,미쟝센샤이닝에센스7O,5300,8809643080705
4666,태)해피바스라벤더비누,5900,8806403030994
4667,동서)카누다크(S)아메리카10T,4200,8801037049558
4668,서광)짱구스몰콜라병,1800,8809256672465
4669,세계멀티탭4구2호,8000,8809109927445
4670,오뚜기)육계장500g,1730,8801045299402
4671,좋은느낌유기종순면뉴슬날대,11900,8801166232500
4672,파세리(4kg/특/박스/국산),6574,201140
4673,제당)쇠고기양념840g,3800,8801007247120
4674,목우촌)삼계탕 1Kg,6950,8803712321287
4675,참깨쿠키,9800,8803718100619
4676,"쪼꼴락밀감(10kg,소과,box,국산",9900,2100000662920
4677,크리넥스코튼클린오리지널6입,9800,8801166053686
4678,혼합12곡 1kg,8000,8804560777325
4679,화이트머스크퍼퓸샴푸1100ml,8300,8809516536872
4680,엘)드봉스위트로즈,3980,8801051104943
4681,시골장터팝콘300g,2800,8809414425094
4682,삼립)구리볼,4900,8809129183579
4683,아트웨어사각쨈병1000,2500,8809397541354
4684,유리꿀병 2.4리터,1600,8809033997606
4685,이금기치우챠우칠리오,5500,8801045360218
4686,오뚜기)후르츠쨈300g,2980,8801045335124
4687,반건조오징어,32800,8809009749444
4688,오레오)마일드스위트100g,1000,8801037089059
4689,신)하이트BOX,17160,8801119807267
4690,해조은)제주통무멸치다시팩480,13800,8809125004366
4691,청정원)굵은소금5kg,12000,8801052730479
4692,청정원)태양초골드고추장14kg,45000,8801052994857
4693,구운김밥김,6800,8809009742445
4694,국화빵수,650,8801118251269
4695,에너자이저 알카CM2,5000,8888021200133
4696,오리온)쿠쉬쿠쉬12p,2980,8801117283209
4697,오리온)쿠쉬쿠쉬갈릭12p,2980,8801117135201
4698,동서)맥심모카골드마일드90g,13800,8801037042825
4699,티알)마늘분말,11000,8809365580064
4700,까르보나라스파게티2,6890,8801007218298
4701,와이드스위치1구,3000,8809217550771
4702,대원절수기샤워헤드,8500,8809309290387
4703,카스라이트355ml*6입(,8700,8801858011239
4704,청정원)닭볶음양념280g,2480,8801052752631
4705,뚜레반)베이킹소다500g,1550,8805017400254
4706,무궁화)살구비누3+1,3900,8801173802178
4707,롯)밀키스250ml,650,8801056154011
4708,3000자가비짭짤한맛,2450,8801019605000
4709,페)키즈버블75*2,3750,8801051055252
4710,서울)슈레드멀티팩300g,6700,8801115613503
4711,민굽볼109,3800,8809033998108
4712,해)버터링302g,3980,8801019310614
4713,청우)파슬리후레이크250g,5400,8809160221452
4714,위생도마양면 K2호,9700,8801775805737
4715,재호)홍새우살1/200,12000,8809544883221
4716,SJ다용도컵95몸통(소),6970,8809437120402
4717,도루코페이스5면도날,10800,8801038575988
4718,크린베베순면감촉4단계,11300,8801166346764
4719,천일)치킨데리야끼볶음밥,2200,8801284259199
4720,골든그래놀라크런치36,9800,8801037066425
4721,서광)고구마맛쫀디기,990,8809171770062
4722,서광)쫀득쫀득쫀드기,890,8809309050011
4723,아폴로도시락1100,41900,8809083989118
4724,크린백다시백소,2600,8801252280101
4725,누텔라370g,5900,80765486
4726,롯)와플메이트크리스피,5980,8801062522446
4727,코)오렌지+포도저칼슘,3150,8801094842499
4728,진미)맛집된장2kg,6800,8801389310191
4729,화)시크릿뉴수퍼롱,9800,8801166226639
4730,오)옛날잡채4입멀티,5350,8801045480572
4731,진미콩된장1kg,3690,8801389310238
4732,위앤)하몽슬라이스,7300,8410060183001
4733,해)초코랑너트랑,8500,8809221221346
4734,B)코카콜라1.25L업소용,17500,8801094012304
4735,청정원)돼지갈비양념10kg,29500,8801052135601
4736,남양)과수원3입,1380,8801069403137
4737,백)우렁비빔된장양념1,1800,8801007059624
4738,시그마오파장15W1P(주,5400,8809066952498
4739,샘표)금F-3진간장930ml,4750,8801005133005
4740,1500류타코야끼볼,1290,8801019607257
4741,더건강한그릴후랑크,6980,8801007334332
4742,코)포도,3980,8801094642402
4743,다이아)에콰도르새우31-40,29500,8809449221012
4744,꽃샘)꿀레몬차1kg,5900,8803217001363
4745,세미)베리믹스스무디1.8kg,8800,8803167400049
4746,세미)후루티딸기스무1.8kg,8800,8803167400018
4747,P&amp;amp;G)다우니리필핑크,8750,4902430742863
4748,테크101가지얼룩제거드럼,9900,8801051023985
4749,해)볶은아몬드,3900,8809009741622
4750,해조은)수입땅콩,2800,8809009741516
4751,서광)머쉬멜로우젤리,1000,4800029830789
4752,오징어해씨볼,5500,8809009743473
4753,곤약젤리망고감귤100g,990,8801066057340
4754,B)테라500ml박스,17160,8801119770035
4755,신)피츠슈퍼클리어병,1430,8801030954828
4756,롯데종이컵25입,1200,8801235240214
4757,뚝배기받침1(1/2),700,8809033996456
4758,해)건포도,5500,8809009743060
4759,크)초코하임,4980,8801111930482
4760,뚜레반)엿기름티백240g,3480,8805017210457
4761,사옹원)한입김치전,3200,8809109117495
4762,싹지움스탠드빗자루,6080,8803614884477
4763,선인샤워크림1L,6500,8809301680322
4764,홈)위즐커피,3300,8801062453337
4765,아보카도 할인,7900,200872
4766,천일)사천중화볶음밥,2200,8801284260683
4767,파래전장김5입,3500,8809060475115
4768,재호)깐쇼새우,13000,8809025775779
4769,온)핸드워시베리향,3480,8801051106756
4770,몬유통)스위트칠리소스,3300,8809052116132
4771,랜시)꽃빵,6200,8809180650522
4772,떡볶이신)매콤달콤컵떡볶이,2200,8801047416906
4773,진한)갈비탕,2800,8809033050042
4774,씨)가쓰오크래빌90g,1000,8801242641943
4775,씨)켄터키후랑크150g,1000,8801007525693
4776,대원메탈호스2.0m,7400,8809309290585
4777,대원일반샤워헤드,4800,8809309290370
4778,페레로로쉐 T5,2900,80135906
4779,롯)초코바10번들,5980,8801062005529
4780,곰표)박력밀가루2.5Kg,2950,8801176131084
4781,청정원)사과식초1.8L,3200,8801052431192
4782,수입청포도,5192,200802
4783,킨더조이여아12입,15900,8000500168004
4784,오뚜기)춘천닭갈비덮밥컵250g,1780,8801045892238
4785,미니사과쿠키20입,3200,8801068087376
4786,실리콘집게,5800,8804905247179
4787,소피초콜릿토피150g,1890,8934595062438
4788,해조은)아귀포구이,9900,8809009750440
4789,롯데)포크런천미트햄1.81kg,13000,8801123698448
4790,오스카)스모크소시지,3600,44700094624
4791,동서)맥심디카페인믹스600g,9980,8801037028492
4792,청정원포도잼370g,2980,8801052018539
4793,헌트)토마토퓨레3.03kg,8900,27000389607
4794,동서)아몬드후레이크300g,4500,8801037001136
4795,동원리챔런치박스기획,7980,8801047859802
4796,제당)돼지갈비양념290g,2700,8801007176314
4797,양은들통,14000,8809403570354
4798,청정원)맛선생멸치가쓰오80g,3490,8801052741550
4799,왕)오징어링,13800,8809226826249
4800,3M철수세미1P45g,1350,8806080009399
4801,청아)튀김중화만두,3500,8809242500321
4802,서광)헬로우키티롤리,5280,8809024450523
4803,롯)트레비라임500,900,8801056055189
4804,제당)산들애요리수,3200,8801007451404
4805,해표)국수소면900g,1650,8802304710027
4806,쥐치포(2S),18500,8809009748706
4807,코)콜라+스프라이트,4800,8801094682491
4808,해)1700칼로리치즈,1480,8801019306396
4809,샤인손잡이꼬지200*10,1750,8808085603046
4810,쏘이마루)콩고기500g,6900,8809350701023
4811,왕)치즈등심돈까스,22800,8809226825914
4812,오)타타르소스245g,2600,8801045176321
4813,오뚜기)쇠고기스프1kg,7900,8801045050508
4814,속서리태500g,11500,8804560777066
4815,세미)녹차라떼500g,7500,8803167300080
4816,요거S)플레인파우더1kg,11800,8809114070501
4817,스테이크소스(A.1.),3990,653121044387
4818,대상)AIDA스파게티500g,900,8801052008639
4819,속찬야채물만두300g*3,5500,8801074604321
4820,취청오이(10kg/특/박스/국산),32900,2100000632183
4821,대미(국물용),14100,8809009749314
4822,취나물(소분/특/봉/국산),5980,2100000626205
4823,양은습통소도와세트,17500,8809016415165
4824,식기세척기린스20kg,6700,8809371050926
4825,제당)불고기양념840g,3800,8801007012087
4826,해)구운양파116G,2580,8801019603730
4827,베스트케찹병 대,1600,8809016632524
4828,조미김(관김),16500,8809009749536
4829,한양)마늘쫑,9800,8804443200186
4830,베스트원채칼,3800,8809016630643
4831,더글라스락핸들원2100,10900,8809238076021
4832,냉동절단대구,6000,8809428321047
4833,도)PACE4입휴대용면도,1200,8801038116228
4834,요술뚜러뻥,5600,8809217552256
4835,하얀손고무장갑핑크기획(대),4380,8809018352673
4836,"그라파이트와이퍼24""",9000,4047024126251
4837,"그라파이트와이퍼16""",5200,4047024126213
4838,와이어브러쉬,1500,8809290727701
4839,청우)꼬지소스(매운)10kg,29800,8809160223371
4840,농)신라면블랙사발면,1500,8801043041447
4841,"세우)닭,파산적20EA",6900,2100000449224
4842,청우)꼬지소스(매운맛),6850,8809160223333
4843,B)필라이트바이젠,20400,8801119242075
4844,세우)닭가죽꼬지,6800,2100000178537
4845,통계피,3500,8809381850370
4846,필굿캔355ml,850,8801021105123
4847,청정원)오리엔탈드레싱325g,3980,8801052731896
4848,참좋은인증미10k,34900,8804560777936
4849,오뚜기)짜장볶이(컵),850,8801045571430
4850,치커리(2kg/특/박스/국산),9900,2100000631971
4851,크리스피롤12곡180g,3980,4711162826013
4852,진미)고향간장13L,12000,8801389002218
4853,청피망(10kg/특/박스/국산),42900,2100000632244
4854,오뚜기)그대로카레(약매)200g,1480,8801045307312
4855,월)불고기시카고피자,4150,8809536230125
4856,"하우스딸기(1kg,1번,국산)",17900,2100000628025
4857,유리꿀병 0.6리터,1000,8809033997583
4858,센)식자재위생장갑,3250,8809518520220
4859,테크지움제거일반,9900,8801051037142
4860,혼합15곡 1kg,8700,8804560777349
4861,정)진하고고소한두유190*24,12900,8801033797217
4862,샤인우수이다,2600,8808085603060
4863,샘표)501S양조간장5L,23000,8801005112215
4864,네스카페150+30T,15900,8801055722143
4865,화)시크릿와&롱뉴슬날중,8900,8801166226585
4866,점보롤케이스,7900,8801208145331
4867,카파)청포도톡톡베이,16800,8809057795851
4868,홈)쿠키오홈,3300,8801118255205
4869,서광)트롤리젤리스파,1800,4000512776604
4870,가림)딸기잼3kg,8750,8809134850022
4871,남)자연의시작불가리스포도150*4입,5180,8801069217918
4872,롯)미니크런키,4580,8801062009145
4873,동서)모카골드블랙믹스54g,3580,8801037044782
4874,제당)스팸마일드200g,2480,8801007029658
4875,도루코페이스파워기,18000,8801038570266
4876,청우)치킨소스(골드)매2.1kg,5950,8809160223463
4877,케찹병 소,800,8809021730116
4878,밀대초,3200,8805397910138
4879,제사향,650,8803687200068
4880,오뚜기)옛날물엿2.45kg,5980,8801045611617
4881,오뚜기)도나스(도너츠)가루1kg,3800,8801045421506
4882,사조오양)부산오륙도어묵,3000,8803556818943
4883,제당)박력밀가루2.5kg,4250,8801007039428
4884,진도건미역,3700,8809009746856
4885,페브리즈에어라벤더27,6250,4902430290180
4886,맛고을)종합캔디,9800,8805194004160
4887,제당)카놀라유900ml,3300,8801007093468
4888,롯)칙촉티라미수,1980,8801062017188
4889,SJ다용도컵105몸통(중,7820,8809437120440
4890,한양)오이지,3980,8804443300183
4891,대)PSP회접시붕어대,9800,8809436940872
4892,좋)라이너오가닉일반,5500,8801166222594
4893,하이팩야채봉투(백)40,5130,8809437190191
4894,연근조림 4Kg,16200,2100000508969
4895,바이오비빔기 (소)1호,4200,8809033996395
4896,청정원)갈비양념280g,1780,8801052730769
4897,해찬들)재래식된장사각500g,3400,8801007053349
4898,마쉬멜로600g,9900,8809633160349
4899,켈로그후르트링320g,5300,8801083017327
4900,뚜레반)탈피들깨가루200g,2800,8805017210112
4901,바이오찌개솥(무) 5호,4700,8809033996326
4902,크리미스텐수세미10p,8900,8802569102490
4903,메티에)클래식슈가시럽,2800,8801007325842
4904,B)칠성사이다500ml업소용,16200,2100000441259
4905,B)하나)자숙바지락살,14000,2100000490059
4906,은박도시락60*195*145,1500,8809249750972
4907,홈스타욕실용세정제750ml,4980,8801051270624
4908,삼미)나쵸칩453g,3500,8809286240061
4909,한우 안창살,120000,207354
4910,한우 토시살,70000,207357
4911,위앤)스모크치즈,4800,8716605000742
4912,D신흥다라이6호,3450,8809040880069
4913,온더워시순한산뜻,4950,8801051170887
4914,엘)ES퍼퓸퓨어브리즈샴푸,5500,8801051226454
4915,크)쿠크다스커피288g,4430,8801111186094
4916,동서)결명자차144g,2300,8801037046656
4917,한중슈가파우더,3000,2100000620586
4918,기능초,2600,8805397910121
4919,단호박(10kg/특/박스/통가산),15900,2100000626830
4920,동원)꽁치200g,1890,8801047141150
4921,마메이드초코슈,2500,8801068068375
4922,오뚜기)하이스100g,1300,8801045040103
4923,센)식자재위생백대,5200,8809518520367
4924,사조남부)탕수육,5500,8801227180511
4925,라이트불닭볶음면5입,4980,8801073142787
4926,오천)단지북새우젓2kg,21000,8809495840533
4927,하이팩쇼핑봉투(백)소,1290,8809437190092
4928,동서)아몬드후레이크1kg,10900,8801037060751
4929,대림)그릴김밥햄,2980,8801066053250
4930,동서)맥심아라비카100믹스,9980,8801037035971
4931,오뚜기)현미식초900ml,1830,8801045203317
4932,크)마이쮸포도+사과,4200,8801111904728
4933,세계멀티탭2구2호,4000,8809109927360
4934,세계멀티탭4구5호,14400,8809109927469
4935,유경빈)우동다시,5980,8809144511098
4936,오뚜기)식용유18L,29300,8801045445939
4937,청우)생강맛분말350g,5800,8809160228956
4938,오뚜기)들기름320ml,6000,8801045448503
4939,청정원)맛선생해물80(스,3490,8801052741543
4940,나무티포크 1P,2800,8805854233114
4941,극세사만능양겹행주,8000,8809027520209
4942,샤인(대나무)덕용갑요지,5280,8808085602896
4943,프로폴리테라힘없는모발샴푸500ml,15300,8801051032390
4944,제당)머핀믹스500g,4600,8801007170169
4945,팬틴볼륨1500팩,16900,4902430375788
4946,리스테린 후레쉬버스,3650,8806104210664
4947,대림)부추잡채감자떡만두,8000,8801066505124
4948,뚝심(340),3450,8803712127018
4949,오뚜기)3분그대로짜장200g,1480,8801045308319
4950,동)명장베리믹스150*8,2980,8801155428617
4951,오뚜기)스파게티토마토685g,4380,8801045800202
4952,샘표)S진간장1.8L,5500,8801005105088
4953,사조)태양초고추장4.5,8800,8801075014587
4954,삼)검은콩호두&아몬드,9900,8801136402087
4955,재호)감자말이새우,3200,2100000387717
4956,오뚜기)육개장곱배기110,850,8801045570211
4957,사조마일드참치,1890,8801075015409
4958,아트퓨어직사각1호,6360,8809508687964
4959,아트퓨어직사각3호,7310,8809508687988
4960,실리콘주걱,3300,8804905240620
4961,사옹원)고추전튀김,14500,8809109116078
4962,사옹원)생깻잎전,17500,8809109114159
4963,푸건)고기순대,6800,8809379740188
4964,생활가득중량롤백(대),8500,8809518522132
4965,쉐프원)요거트드레싱2kg,10500,8801052749785
4966,청정원)순창콩된장450g,4100,8801052436340
4967,왕)대박떡갈비정식용,14500,8809226823224
4968,알뜨랑골드(Y),1500,8801051109115
4969,오뚜기)옛날쌀떡국181.6g,2300,8801045890937
4970,복음자리모과차620g,7800,8805999212029
4971,복음자리)유자차620g,6800,8805999203423
4972,뚜레반)들깨가루(100%)1kg,7500,8805017210396
4973,한솔새우칩,3200,8809260245082
4974,디벨라)단색푸실리500g,2700,8005121000405
4975,구이용 돼지갈비,11306,207188
4976,서광)프레첼체다치즈,1200,8809304881023
4977,해피바스체리바디900g,3980,8809608285480
4978,남)밀크100요거트450,3100,8801069184296
4979,롯)목캔디파워허브,3800,8801062012824
4980,벤토와사비23g,1980,8850157402002
4981,오)2500오감자그라탕,2150,8801117743307
4982,대림)해물땡,6980,8801066502741
4983,샘표)연두순320g,3950,8801005300025
4984,수삼(1kg/특/봉/국산),12608,201380
4985,게토레이600,1300,8801056049201
4986,동원)DHA참치150g,2300,8801047114222
4987,청정원)자른미역50g,1980,8801052202259
4988,서)블랙커피캔디,1280,4571104586029
4989,동원)야채죽285g,1890,8801047161646
4990,롯)애니타임밀크,1900,8801062013609
4991,시골장터강냉이400g,2800,8809414425032
4992,오뚜기)옛날조청쌀엿2.5kg,9900,8801045612614
4993,르네홀그레인머스타드,6800,3563490014683
4994,좋)라이너좋은순면일반,4480,8801166228718
4995,제당)스팸200g,2480,8801007512259
4996,해표카놀라유900ml,4500,8801039204276
4997,롯)카페타임라떼캔240,500,8801056050269
4998,천일)칼국수,2500,8801284261246
4999,천일)해물볶음밥,2000,8801284257249
5000,오뚜기)즉석북어국40g,1950,8801045620800
5001,해조은)뱅어포,9200,8809009746597
5002,제당)식용유900ml,4400,8801007402291
5003,청정원)햇살조림간장840ml,5980,8801052732336
5004,오뚜기해물짬뽕4입,2980,8801045525815
5005,청정원)순창찰고추장1kg,12900,8801052435022
5006,월)소불고기피자,3980,8809536230040
5007,더웰일회용위생수저,1000,8809355843018
5008,L칼라종이접시P20,1550,8801235231366
5009,엘)온더물결폼촉촉400,6950,8801051170689
5010,코)미닛플라워 벚꽃앤사과,1500,8801094692308
5011,서광)헬로우키티볼스,5280,8809024450530
5012,씨)행복한두부 찌개용,2130,8801007034270
5013,리고)땅콩쨈(크런키)(,4900,8809234900740
5014,오뚜기)백세카레(순)1kg,7400,8801045996806
5015,동서)옥수수차300g,3200,8801037018943
5016,방한대,2000,8801208160211
5017,멸치통 1호,5200,8809033992847
5018,해)3000키즈톨리필,2380,8801019408359
5019,누텔라잼,10500,8000500166819
5020,매)바이오딸기85*3입,1020,88011271
5021,"동서)후르츠칵태일3,062kg",8500,8803993708913
5022,다기능분사기(5기능),9500,8809309292374
5023,동원)요거밀 단호박,1380,8801155734558
5024,크린이중지퍼백소,2100,8801252027102
5025,해표)물엿5Kg,7900,8801039502471
5026,씨)치자단무지우엉220,3150,8801417003125
5027,남)카와리치모카초코250,1300,8801069182865
5028,남)로스터리리치라떼250,1300,8801069184289
5029,오뚜기)참치죽285g,1780,8801045303024
5030,세우)소떡소떡,7500,2100000616930
5031,후라이팬30cm,6400,8809183771231
5032,동원)런천미트200g,1980,8801047181316
5033,엘)ES퍼퓸러브미린스,5800,8801051226478
5034,유경빈)가쓰오풍쯔유,11900,8809144511050
5035,프링글스)매운맛110g,1750,8886467100055
5036,콜)파워에이드퍼플스톰,2900,8801094603403
5037,동원)꿀물175ml캔*30입,6300,8801047288626
5038,동원)홍차175ml*30입,6300,8801047289609
5039,샤인사각과일꼬지180입,6100,8808085602940
5040,일성은박맥주컵10p,1600,8807487890429
5041,화)시크릿와&롱뉴슬날대,8900,8801166226592
5042,크레마미니아메리카노,13800,8801055704354
5043,칠갑국수900,2500,8801759002183
5044,찰보리쌀800g,2980,8804560777165
5045,카누티라미슈라떼,10300,8801037075526
5046,서울)무색소치즈100매,17500,8801115634744
5047,롯)말랑카우딸기맛,2980,8801062334285
5048,푸른)섬진강재첩국500g,4850,8809640760013
5049,초원)다슬기탕,2100,8809352250048
5050,짱구라즈베리엔블랙,1650,8809256672489
5051,바디피트오버나이트,5500,8809016362070
5052,카스라이트(캔)355ml,1450,8801858011048
5053,보노크림스프포타주49,2380,4901001908073
5054,롯데)카페시럽1.5L,3500,8802259504931
5055,문일잎새양치컵(소),1600,8802202880211
5056,샤워타올(참숯),4800,8805830044697
5057,지)때밀이타올(고급),2500,8805830063650
5058,황토샤워타올30*98,2500,8809357183488
5059,문일나뭇잎흡착빨래판,4300,8802202880822
5060,5P케이블급속1.2M,4800,8809560210322
5061,씨)고추장나물비빔밥2,1980,8801007423548
5062,동원)쉬링크47호3입,7690,8801047851462
5063,덕성)오리양념주물럭,2980,8809399170316
5064,오뚜기)3분간짜장쇠고기200g,1300,8801045291321
5065,실랭이멸치,18800,8809009748621
5066,본오본수아브10입,2780,7500443002041
5067,동)덴마크드링킹베리믹스310,1650,8801155822828
5068,닥터.유 에너지바,4250,8801117432003
5069,오뚜기)옛날물엿5kg,8800,8801045611716
5070,이츠)자바칩프라페,16300,8809505341036
5071,이츠)쿠키앤크림,16300,8809505340206
5072,시그마오파장FPL36W2P,6900,8809066956571
5073,불총점화기5호,2700,8809037045068
5074,씨)모닝두부140g,1480,8801007059297
5075,성경)함초돌자반,5500,8807004802447
5076,해드앤숄더애플1950팩,21900,4902430466141
5077,타공집게 중,2000,8804905240798
5078,해표)국산김10매,1650,8802010117202
5079,롯)게토레이(블루)600,1300,8801056052218
5080,헌트)토마토홀(小)411g,1980,27000380109
5081,청우)허니머스타드소스2kg,5980,8809160223548
5082,맥심)모카골드라이트150+20T,23000,8801037068429
5083,알뜰주걱,800,8808086001384
5084,해변의쌀4kg,16500,8809001980067
5085,에너자이저 알카AA4,5500,8888021200126
5086,CJ)더건강한분절햄180,2150,8801007160351
5087,엘지홈스타향락스,2450,8801051266016
5088,태)미쟝센실키모이스처샴푸,5900,8809559345820
5089,대원다용도분사기(고,8500,8809309290158
5090,동서)둥글레차(티백)60g,4980,8801037013153
5091,청정원)순창찰고추장60*3,8450,8801052811994
5092,청정원)매운갈비양념10kg,38500,8801052019093
5093,양지뜰)쌈장14kg,25500,8803775300144
5094,옻칠구두헤라 대,2500,8804905233875
5095,남미)꽃소금수입,8500,2100000496310
5096,주방집게대,2000,8809011206157
5097,움트리)매운닭발소스1.9kg,9300,8801558103517
5098,썬)ST-350가스렌지,19800,8809018694162
5099,에너자이저LR03/2P,1400,8888021200676
5100,오뚜기)쇠고기미역국밥162g,1780,8801045890289
5101,오)쇠고기무국,2200,8801045290218
5102,삼아)훈제오리훈제,8200,8809227908838
5103,광동)비타500병,9700,8806002007304
5104,청정원)미정410ml,2350,8801052135779
5105,소디프)불고기맛소시지,5800,8801633207154
5106,재호)대왕오징어족,9200,8809544870771
5107,곰표)독수리중력2급20kg,11500,8801176112199
5108,큐원)이온물엿8kg,7800,8809046901119
5109,다우니액체세제블루,19800,4902430877305
5110,엘)아우라메리미용기,3980,8801051267730
5111,온더프렌치부케바디,4900,8801051107210
5112,파낙스)모카마일드커피믹스1kG,3000,8801579111010
5113,테이블장미냅킨,13000,8801208147694
5114,청정원)자연조림간장500ml,3980,8801052732329
5115,서광)트롤리네온스퀴,1800,8437000482475
5116,장가)활낙지200-300,9000,2100000529582
5117,남양)유기농어린이180,5800,8801069177243
5118,참좋은)찹쌀현미,16500,8804560771644
5119,찰흑미,4800,8804560777431
5120,수수4Kg,9500,8809112187898
5121,삼양)삼양라면박스,23840,8801073181908
5122,해)토핑견과믹스,8500,8809221222466
5123,하이팩쇼핑봉투(백)특,4810,8809437190030
5124,미쟝센3N(15분)50G,5300,8801042329249
5125,유즈웰롤백(특대),9450,8801252703433
5126,서해)탕수육소스1.8L,3500,8809171190075
5127,청정원)돼지불고기양념840g,3480,8801052993348
5128,몬유통)라이스누들3mm,1400,8850578341010
5129,청정원)베트남쌀국수소스,4650,8801052041193
5130,청정원)조개멸치된장450g,2980,8801052436463
5131,청정원)맛선생소고기250g,3800,8801052012032
5132,하림)참맛볼비엔나,1000,8801492365620
5133,동서)맥심믹스600g,6980,8801037022315
5134,좋)라이너오가닉롱,5500,8801166222600
5135,팬텀블레이드1.5g,5980,6947070002753
5136,꽃샘)허니자몽차1kg,5500,8803217011935
5137,청우)오레가노분말300g,6800,8809160221162
5138,늘찬애)숙성왕등심돈까스,19200,8809654601180
5139,왕)알뜰케이준드레싱,9500,8809202932070
5140,청정원)새우액젓500g,3980,8801052775111
5141,비스프리정사각,3100,8809031238879
5142,피꼬막,4112,206587
5143,반찬)고들빼기무침4Kg,15800,8809352810280
5144,동서도라지작두콩차,5500,8801037093513
5145,남)GT고소한저지방900,2800,8801069186061
5146,서)크리스프샤워크림,5850,9555319101180
5147,유)뽑아쓰는키친타올,9800,8801166036061
5148,청정원)재래식된장500g,3450,8801052436012
5149,깨)순수한면라이너롱,4500,8801260413515
5150,청정원)진한케찹300g,1490,8801052733036
5151,초코첵스스노우420g,6580,8801083544205
5152,치킨너겟480g,6650,8801492365392
5153,에)주꾸미30-50,2000,2100000564057
5154,동서)리치스슈가시럽1.500L,3300,8803993710077
5155,모아네)갈비탕600g,2650,8809241720034
5156,사조)고추참치135*3,4200,8801075013764
5157,곰표)중력1등급밀가루1kg,1250,8801176101018
5158,청정원)포도씨유짜장80g,1800,8801052728780
5159,진미)식초15L,8800,8801389050196
5160,(특)제사용명태,6500,8809009742599
5161,청정원)소불고기양념장840g,3480,8801052993331
5162,제당바삭한요리유900m,3200,8801007498690
5163,삼)맛있는라면해물맛,4750,8801073142299
5164,동원)도이치비엔나925g,7980,8801047577706
5165,뉴에코쿡칼라궁중팬28,18500,8802998023458
5166,크리미다목적수세미20,7100,8802569102520
5167,센)식자재위생백미니,2500,8809518520404
5168,동서)둥굴레차72g,3900,8801037046663
5169,오뚜기)연와사비35g,1600,8801045452166
5170,제당)올리브유500ml,7700,8801007093437
5171,보라티알)롱고바디토마토홀2.55kg,5900,8001080006700
5172,오양)실속맛살,4550,8801088101229
5173,롯)게토레이(레몬)1.5,1980,8801056839017
5174,ES집중영향컨디680ml,4980,8801051025149
5175,ES집중영양샴푸680ml,4980,8801051025132
5176,"주부저울1, 2Kg",9800,8809290723376
5177,비비고부대찌개460g,3980,8801007528618
5178,호떡누르기,2300,8809120940935
5179,제일)홀스레디쉬드레싱255g,2900,74680010031
5180,SJPS접시200*200*50P,3550,8809437120297
5181,리)온탑 크림,3800,8809307299313
5182,청정원사과잼370g,2980,8801052018546
5183,오뚜기)옛날자른미역80g,3100,8801045352114
5184,오뚜기)콤비네이션 컵피자,2980,8801045750217
5185,해)연양갱10팩,5980,8801019003509
5186,서광)종합모나카420g,4980,8801270000361
5187,도)PACE/XL면도날4입,16900,8801038116877
5188,농)오징어짬뽕컵,4700,8801043015769
5189,동)폭찹스테이크오리,6780,8801047571049
5190,버블광수세미2p,1000,8809027521916
5191,엘)죽염핑크솔트플로럴민트치약,7900,8801051018073
5192,롯)아침헛개500,1000,8801056051099
5193,오스카마이어)베이컨가염453g,7200,44700019887
5194,화남밀감통조림,2800,8801036100076
5195,늘처음.하림북채IFF,7100,8801492351203
5196,킹)엔젤스노우치즈 1kg,9800,8809360901826
5197,오)까르보나라소스,4980,8801045800417
5198,오레오)스틱화이트75g,1980,8801037090901
5199,농)찰비빔면멀티,3380,8801043038775
5200,양면수목도마 특,11900,8807024003060
5201,청정원)오리엔탈샐러드드레싱,9750,8801052754079
5202,동원)DHA참치250g,3570,8801047114239
5203,금성3절테이프,1500,8809031259461
5204,오뚜기)연겨자100g,3500,8801045451466
5205,신)뉴매취순,4050,8801147121861
5206,늘처음.냉동닭날개2kg,12800,8809401330462
5207,왕)탕수육,9800,8809226825846
5208,페)오리지널미세모,4200,8801051014549
5209,청정원)청국장찌개양념,1480,8801052057545
5210,청정원)섭산적,7200,8801024054206
5211,옛날동동주,1700,8809310970056
5212,민굽찬기3호,1200,8809033998030
5213,보노바스켓슬림형1호,1200,8809306482266
5214,청정원)초고추장2.25kg,6200,8801052019475
5215,불가리스리얼플레인,3200,8801069187754
5216,뉴소쿠리 1호,800,8809122230645
5217,동림음식물쓰레기통2,7900,8809044500888
5218,네이클린롤백(중),6750,8804340000070
5219,테크진드기제거일반리필2L+2L,10300,8801051031584
5220,번개크립톤전구60W,1800,8804656116205
5221,목)크리스피핫도그,8800,8803712326374
5222,신선밀폐2호,1100,8809139830043
5223,곰표)와플파이믹스10kg,18500,8801176202883
5224,참좋은인증미20K,62000,8804560777943
5225,쉐프원)순창태양초고추장14kg,25900,8801052741673
5226,양배추슬라이서,10200,8809042122075
5227,금강산탈피들깨가루,3500,8809056218702
5228,동일감자칼,900,8808086001186
5229,움트리)후추(1등급)450g,12000,8801558600177
5230,해조은)건갈치,15800,8809009750198
